split,low_file,high_file,low_raw_min,low_raw_max,low_raw_mean,low_raw_p99,high_raw_min,high_raw_max,high_raw_mean,high_raw_p99,max_ratio_high_over_low,mean_ratio_high_over_low,p99_ratio_high_over_low,low_norm_mean,high_norm_mean,raw_pearson_correlation,norm_pearson_correlation,normalized_mae,normalized_rmse
Train,Train_072_LOW.bin,Train_072_HIGH.bin,0.0,4115.0,83.86444091796875,201.0,0.0,27922.0,117.65492248535156,878.0,6.785419198039404,1.4029178658259405,4.368159203762778,0.020380176603794098,0.004213703330606222,0.12431014826960317,0.12431014847651889,0.016901196911931038,0.019711347296833992
Train,Train_073_LOW.bin,Train_073_HIGH.bin,0.0,1495.0,83.62342834472656,221.0,0.0,10466.0,155.12252807617188,1318.0,7.000668896274243,1.8550127772584206,5.9638009047075204,0.05593544989824295,0.014821573160588741,0.44705616236107587,0.4470561611556054,0.04317858815193176,0.04981512203812599
Train,Train_074_LOW.bin,Train_074_HIGH.bin,0.0,1233.0,84.56818389892578,212.0,0.0,26072.0,138.63540649414062,1115.0,21.145174371280252,1.6393329037719622,5.259433962016065,0.06858732551336288,0.005317415576428175,0.4096598837264131,0.4096598838074132,0.06330469250679016,0.07093598693609238
Train,Train_075_LOW.bin,Train_075_HIGH.bin,0.0,7923.0,81.57833862304688,207.0,0.0,35086.0,138.73727416992188,1217.0,4.4283730909952945,1.7006631477748713,5.879227052856076,0.010296394117176533,0.003954199608415365,0.3501442001784652,0.3501441994171002,0.007667214144021273,0.010018188506364822
Train,Train_076_LOW.bin,Train_076_HIGH.bin,0.0,1798.0,80.62886047363281,189.0,0.0,13922.0,124.97701263427734,921.0,7.743047830880184,1.5500282638825953,4.8730158727580415,0.044843729585409164,0.008976944722235203,0.25739013270361755,0.2573901326446034,0.036786239594221115,0.041895486414432526
Train,Train_077_LOW.bin,Train_077_HIGH.bin,0.0,1638.0,87.0887222290039,262.0,0.0,19750.0,183.85264587402344,1957.0,12.057387057313449,2.111095916293998,7.469465648569868,0.053167674690485,0.00930901151150465,0.45309471743126595,0.45309471731619694,0.044953323900699615,0.052046410739421844
Train,Train_078_LOW.bin,Train_078_HIGH.bin,0.0,2474.0,82.96144104003906,194.0,0.0,16868.0,123.22482299804688,907.0,6.818108326569046,1.4853264533305603,4.67525773171777,0.03353336453437805,0.007305235136300325,0.32575267579502465,0.3257526758957273,0.027049649506807327,0.030975842848420143
Train,Train_079_LOW.bin,Train_079_HIGH.bin,0.0,1387.0,82.57264709472656,195.0,0.0,15620.0,138.7154541015625,1112.0,11.261715933588597,1.679920154741197,5.702564102271663,0.059533361345529556,0.008880632929503918,0.291598971891901,0.291598971687125,0.051230818033218384,0.0576733760535717
Train,Train_080_LOW.bin,Train_080_HIGH.bin,0.0,5553.0,83.46098327636719,218.0,0.0,31959.0,116.93516540527344,726.0,5.755267423004223,1.4010758177153426,3.330275229205033,0.015029878355562687,0.0036589133087545633,0.18025613034906496,0.18025613039048466,0.01184016838669777,0.013995697721838951
Train,Train_081_LOW.bin,Train_081_HIGH.bin,0.0,2550.0,88.2445068359375,215.0,0.0,19387.0,170.44845581054688,1705.0,7.602745098009401,1.9315474912010775,7.930232557770687,0.03460574522614479,0.00879188533872366,0.2889258046874835,0.2889258048970083,0.028200088068842888,0.03288177028298378
Train,Train_082_LOW.bin,Train_082_HIGH.bin,0.0,1197.0,80.0903091430664,184.0,0.0,17208.0,129.41375732421875,878.0,14.375939849503961,1.6158478933685563,4.771739130175448,0.06690910458564758,0.007520562037825584,0.19564353643968946,0.19564353659281625,0.05967411398887634,0.0667760819196701
Train,Train_083_LOW.bin,Train_083_HIGH.bin,0.0,1954.0,80.87818908691406,186.0,0.0,12423.0,119.58192443847656,821.0,6.357727737940851,1.4785435452218758,4.413978494386345,0.0413910411298275,0.00962583813816309,0.24190188726033374,0.24190188703987708,0.03281330317258835,0.03758113458752632
Train,Train_084_LOW.bin,Train_084_HIGH.bin,0.0,3059.0,84.25420379638672,207.0,0.0,20591.0,137.10986328125,998.0,6.731284733551059,1.627335575994805,4.821256038414432,0.027543071657419205,0.0066587249748408794,0.37868398214628946,0.3786839820201919,0.02151397056877613,0.024674808606505394
Train,Train_085_LOW.bin,Train_085_HIGH.bin,0.0,2194.0,82.6739501953125,188.0,0.0,11305.0,126.93123626708984,877.0,5.152689152209879,1.5353232300122204,4.664893616773144,0.037681907415390015,0.011227879673242569,0.19782104202458853,0.19782104163494732,0.02857445925474167,0.03353835269808769
Train,Train_086_LOW.bin,Train_086_HIGH.bin,0.0,1231.0,83.75841522216797,207.0,0.0,7778.0,149.10546875,1201.0,6.31844029239384,1.780184932304391,5.801932366869472,0.06804098188877106,0.019170155748724937,0.40472139179885597,0.4047213921200931,0.051572784781455994,0.05950181558728218
Train,Train_087_LOW.bin,Train_087_HIGH.bin,0.0,2047.0,84.03915405273438,193.0,0.0,22825.0,122.88314056396484,922.0,11.150464093741327,1.4622129641171047,4.777202072291336,0.04105483740568161,0.0053837052546441555,0.22780093547729546,0.2278009357699521,0.035952482372522354,0.04024370387196541
