epoch,total_loss,final_l1,final_ssim,final_boundary,final_intensity,final_intensity_stats,coarse_l1,coarse_ssim,alpha,beta,gamma,learning_rate,epoch_seconds
33,0.11793004848922674,0.019394465859155528,0.8118680046154902,0.008650256041885138,0.026186318881809712,0.017327115722134925,0.019134655149761013,0.811809140157241,0.19661785662174225,0.10601601749658585,0.198359876871109,5.923340096033705e-05,239.7253828048706
34,0.11756792605066528,0.019292489292386632,0.8123325667702235,0.00863659942853981,0.025983300634050886,0.016715921271959533,0.01903869453728056,0.8122774026714839,0.1966255009174347,0.10601501911878586,0.19836285710334778,5.409645447699531e-05,229.039692401886
35,0.11755347546333304,0.01929289717406321,0.8123407824681356,0.008630380807713105,0.025980712201159734,0.016558437924966432,0.01903078473226812,0.8122874868603853,0.19662868976593018,0.10606279224157333,0.1983717530965805,4.916040103221507e-05,260.0829110145569
36,0.11758315679259025,0.01931190873729065,0.8123455491203528,0.008643054260084262,0.026064400910399854,0.016734711833011645,0.019044332867130063,0.8122876193087835,0.19660285115242004,0.10606403648853302,0.19834394752979279,4.444472097387448e-05,270.7139890193939
37,0.11737183985085442,0.019227135193068533,0.8125751154353985,0.008624091118466681,0.02587368169333786,0.016384924839411934,0.018957249068905814,0.8125211668129151,0.19662930071353912,0.10607563704252243,0.19831828773021698,3.996802493677458e-05,268.8889436721802
38,0.11732802646091352,0.019242047557893854,0.8126071736789666,0.008617036622644474,0.02584455698961392,0.015923202174823157,0.018972101852369423,0.8125583487634476,0.19659726321697235,0.10609876364469528,0.1982877254486084,3.574798039496593e-05,235.9055905342102
39,0.11725060110195325,0.019184193847915875,0.812770789861679,0.00860810223250435,0.02583312812494114,0.016589675420590748,0.01891990817653445,0.8127190240873741,0.19661295413970947,0.10609143227338791,0.1983107477426529,3.180124193630004e-05,237.4982831478119
40,0.1173003887757659,0.019240981065489066,0.8126599388626906,0.008622279164130584,0.025874007945486274,0.01582716942469303,0.018964479663946595,0.8126002283623586,0.1966029405593872,0.10609854012727737,0.19830703735351562,2.8143385534380006e-05,234.02175641059875
41,0.11722864880441473,0.019196211309351313,0.8127553857289828,0.008606167973126643,0.0257748727615063,0.01616590189760945,0.018920209513117486,0.8127034013661054,0.19659709930419922,0.10610037297010422,0.19828106462955475,2.4788847077308593e-05,233.41892790794373
42,0.11739818189436427,0.01926575606653037,0.8125885701523378,0.008641610319206778,0.025992567256057204,0.016342982473836924,0.01898330478803613,0.8125312068141424,0.19660329818725586,0.10610728710889816,0.19831198453903198,2.1750865395832963e-05,254.08074617385864
43,0.1172093810298695,0.019213488031751835,0.8128303844768268,0.008620190310130756,0.025868371579473696,0.016095236981233867,0.01893961905197312,0.8127696671738074,0.19661889970302582,0.10610876232385635,0.1983032375574112,1.9041430015728164e-05,310.2683711051941
44,0.11709547275677323,0.01916744036761184,0.8129598523561771,0.008603077102452516,0.025748551561712074,0.016100959203994045,0.018886197005541852,0.8129173126931374,0.19663278758525848,0.10613221675157547,0.19830083847045898,1.6671233840616125e-05,270.2732443809509
45,0.11708150155699024,0.01918905957404954,0.8129428471510227,0.008610311296517745,0.02575605118718858,0.01546187576403519,0.018901943134215587,0.8128958040705094,0.19659854471683502,0.10613533854484558,0.19829249382019043,1.4649630951960416e-05,261.72134017944336
46,0.1170946101944607,0.019189940768186576,0.8129908628761768,0.008626101225113066,0.025836832786444573,0.015865525916272487,0.01890637020741661,0.8129301336522285,0.19663526117801666,0.10615963488817215,0.19832280278205872,1.298459969278006e-05,244.4239776134491
47,0.11703546939847562,0.019172332838822442,0.8130250005767896,0.008608207310317084,0.025765148726685977,0.015536719637636382,0.018879806781366755,0.8129783167288853,0.19663575291633606,0.10613832622766495,0.19831283390522003,1.1682711180774572e-05,271.6306436061859
48,0.11702828884411316,0.019165086794572954,0.8130936855306992,0.008618007416281706,0.02581566233510295,0.015947015734855085,0.01888470880758877,0.813040694880944,0.19663695991039276,0.10614487528800964,0.19831885397434235,1.0749103375124612e-05,252.0483627319336
49,0.11694157090611183,0.01914182123907197,0.8131604149364509,0.008606840931595519,0.02570416160966628,0.015592110778939409,0.018850210054705923,0.8131113297664202,0.1966218501329422,0.10614288598299026,0.19829876720905304,1.0187460799314202e-05,279.26296854019165
50,0.11682016576568667,0.01912459842233847,0.8133856235215298,0.008602461019584623,0.025700677861459555,0.015794254931209322,0.018833445240027058,0.8133302397452868,0.19662266969680786,0.10615415871143341,0.19829465448856354,1e-05,248.5172896385193
